
강수일수
지점/지역명 : 인천

평균 강수일수
연도,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연합계,순위
2019,2.0,3.0,6.0,8.0,3.0,10.0,14.0,9.0,9.0,5.0,7.0,13.0,89.0,7
2020,5.0,10.0,3.0,2.0,15.0,11.0,16.0,21.0,8.0,4.0,8.0,6.0,109.0,1
2021,6.0,4.0,6.0,9.0,15.0,10.0,8.0,15.0,8.0,10.0,7.0,6.0,104.0,2
2022,7.0,3.0,8.0,6.0,4.0,13.0,8.0,14.0,6.0,5.0,5.0,11.0,90.0,6
2023,6.0,2.0,3.0,8.0,7.0,9.0,15.0,11.0,10.0,6.0,6.0,11.0,94.0,5
2024,7.0,10.0,5.0,5.0,6.0,8.0,21.0,10.0,10.0,9.0,8.0,4.0,103.0,4
2025,6.0,3.0,8.0,7.0,10.0,11.0,11.0,10.0,12.0,17.0,4.0,4.0,103.0,3
평균,5.6,5.0,5.6,6.4,8.6,10.3,13.3,12.9,9.0,8.0,6.4,7.9


평균 계절별 강수일수
연도,봄(3~5월),여름(6~8월),가을(9~11월),겨울(12~익년2월)
2019,17.0,33.0,21.0,28.0
2020,20.0,48.0,20.0,16.0
2021,30.0,33.0,25.0,16.0
2022,18.0,35.0,16.0,19.0
2023,18.0,35.0,22.0,28.0
2024,16.0,39.0,27.0,13.0
2025,25.0,32.0,33.0,4.0
평균	,20.6,36.4,23.4,17.7


강수일수 관측값
연도,날짜,지점,관측값
2023,0620,인천,15.2
2023,0621,인천,20.5
2023,0626,인천,17.8
2023,0629,인천,44
2023,0630,인천,0.2
2023,0704,인천,63.8
2023,0705,인천,6.1
2023,0709,인천,15.9
2023,0710,인천,3
2023,0711,인천,41
2023,0712,인천,0.4
2023,0713,인천,109.9
2023,0714,인천,41.2
2023,0715,인천,0.7
2023,0716,인천,0.2
2023,0718,인천,2.5
2023,0722,인천,5.3
2023,0723,인천,79
2023,0725,인천,0.2
2023,0726,인천,1.6
2023,0807,인천,7.8
2023,0810,인천,70.5
2023,0811,인천,46.6
2023,0812,인천,21.7
2023,0822,인천,11.7
2023,0823,인천,81
2023,0824,인천,5.7
2023,0825,인천,0.3
2023,0828,인천,21.6
2023,0829,인천,30.5
2023,0830,인천,0.1
2023,0904,인천,0.2
2023,0913,인천,22.6
2023,0915,인천,6.1
2023,0916,인천,26.7
2023,0920,인천,29.5
2023,0921,인천,0.1
2023,0925,인천,1
2023,0926,인천,19.1
2023,0927,인천,3.4
2023,0930,인천,20.5
2023,1004,인천,0.9
2023,1008,인천,0.2
2023,1009,인천,1.2
2023,1014,인천,8.1
2023,1019,인천,3.9
2023,1021,인천,2.5
2023,1105,인천,15.3
2023,1106,인천,27.1
2023,1109,인천,3.7
2023,1116,인천,10.1
2023,1117,인천,2.3
2023,1127,인천,4.6
2023,1206,인천,2.5
2023,1211,인천,13.4
2023,1214,인천,17
2023,1215,인천,27.3
2023,1216,인천,0.3
2023,1219,인천,0.1
2023,1220,인천,0.2
2023,1224,인천,1.3
2023,1225,인천,0.2
2023,1230,인천,10.5
2023,1231,인천,3.1
2024,0106,인천,2.1
2024,0109,인천,1.8
2024,0114,인천,1.9
2024,0117,인천,9.9
2024,0118,인천,0.1
2024,0120,인천,0.4
2024,0121,인천,0.1
2024,0205,인천,7.4
2024,0206,인천,0.1
2024,0215,인천,6.9
2024,0218,인천,10.1
2024,0219,인천,6.7
2024,0220,인천,2.3
2024,0221,인천,18.1
2024,0222,인천,10.6
2024,0224,인천,0.4
2024,0225,인천,1.2
2024,0317,인천,0.1
2024,0325,인천,4.6
2024,0326,인천,11.9
2024,0328,인천,0.6
2024,0329,인천,2
2024,0415,인천,19
2024,0416,인천,2.3
2024,0420,인천,3.3
2024,0423,인천,1.2
2024,0424,인천,9.5
2024,0505,인천,51
2024,0506,인천,12.6
2024,0507,인천,6.3
2024,0511,인천,27.9
2024,0515,인천,20
2024,0526,인천,4.8
2024,0607,인천,0.1
2024,0608,인천,9.9
2024,0615,인천,4.4
2024,0622,인천,23.1
2024,0623,인천,1.1
2024,0624,인천,0.1
2024,0629,인천,57.7
2024,0630,인천,5.4
2024,0702,인천,57.8
2024,0703,인천,0.2
2024,0704,인천,1.6
2024,0705,인천,0.1
2024,0706,인천,2.7
2024,0707,인천,12.8
2024,0708,인천,14.6
2024,0709,인천,0.5
2024,0710,인천,0.6
2024,0713,인천,8.1
2024,0716,인천,5.2
2024,0717,인천,52.7
2024,0718,인천,124.9
2024,0719,인천,0.3
2024,0720,인천,5
2024,0721,인천,2.1
2024,0722,인천,45
2024,0723,인천,0.8
2024,0724,인천,1.9
2024,0725,인천,2
2024,0726,인천,4
2024,0805,인천,0.5
2024,0806,인천,0.5
2024,0807,인천,4.4
2024,0808,인천,2
2024,0814,인천,9.1
2024,0815,인천,2.7
2024,0821,인천,66.3
2024,0822,인천,0.6
2024,0823,인천,0.4
2024,0827,인천,0.2
2024,0902,인천,3.9
2024,0905,인천,4.5
2024,0906,인천,0.1
2024,0911,인천,3.9
2024,0912,인천,16.8
2024,0913,인천,10.6
2024,0916,인천,12.1
2024,0920,인천,56.9
2024,0921,인천,13.7
2024,0926,인천,0.4
2024,1001,인천,2.2
2024,1006,인천,0.1
2024,1015,인천,0.5
2024,1018,인천,67.4
2024,1019,인천,0.3
2024,1021,인천,0.3
2024,1022,인천,11
2024,1023,인천,0.2
2024,1029,인천,0.1
2024,1114,인천,0.1
2024,1115,인천,0.1
2024,1116,인천,5.8
2024,1120,인천,0.7
2024,1126,인천,21.7
2024,1127,인천,25.1
2024,1128,인천,8.5
2024,1129,인천,0.2
2024,1201,인천,2.3
2024,1205,인천,0.6
2024,1220,인천,0.2
2024,1221,인천,1.9
2025,0105,인천,7.8
2025,0106,인천,2.6
2025,0113,인천,0.3
2025,0127,인천,6.2
2025,0128,인천,1
2025,0131,인천,1.7
2025,0206,인천,0.6
2025,0207,인천,0.4
2025,0212,인천,2.5
2025,0301,인천,0.5
2025,0302,인천,10.6
2025,0303,인천,7.8
2025,0304,인천,1.8
2025,0312,인천,0.2
2025,0317,인천,2.9
2025,0318,인천,2.1
2025,0327,인천,0.6
2025,0405,인천,17.7
2025,0409,인천,0.6
2025,0412,인천,26.2
2025,0413,인천,1.6
2025,0414,인천,7.6
2025,0419,인천,10.2
2025,0422,인천,42.3
2025,0501,인천,20.4
2025,0503,인천,9.2
2025,0509,인천,20.6
2025,0510,인천,10.5
2025,0515,인천,0.7
2025,0516,인천,30.1
2025,0517,인천,3.4
2025,0522,인천,0.1
2025,0523,인천,1.2
2025,0524,인천,2
2025,0613,인천,1.2
2025,0615,인천,8.9
2025,0616,인천,13
2025,0619,인천,0.2
2025,0620,인천,113.5
2025,0621,인천,0.1
2025,0624,인천,2.1
2025,0625,인천,7.8
2025,0626,인천,0.3
2025,0628,인천,0.5
2025,0629,인천,0.3
2025,0701,인천,0.7
2025,0708,인천,1.7
2025,0713,인천,0.2
2025,0714,인천,15.1
2025,0715,인천,25
2025,0716,인천,64
2025,0717,인천,55.7
2025,0718,인천,14.7
2025,0719,인천,52.4
2025,0720,인천,30.1
2025,0721,인천,0.5
2025,0803,인천,3.1
2025,0804,인천,0.9
2025,0806,인천,7.3
2025,0813,인천,189.9
2025,0814,인천,31
2025,0815,인천,60.7
2025,0825,인천,4.2
2025,0826,인천,10
2025,0829,인천,2.3
2025,0830,인천,0.8
2025,0901,인천,10.8
2025,0904,인천,35.7
2025,0906,인천,17.5
2025,0912,인천,5.6
2025,0913,인천,36.7
2025,0916,인천,17
2025,0917,인천,51.9
2025,0919,인천,13.8
2025,0920,인천,30.5
2025,0924,인천,25.3
2025,0925,인천,0.6
2025,0928,인천,48.5
2025,1001,인천,3.2
2025,1003,인천,2.2
2025,1005,인천,7.7
2025,1006,인천,37.8
2025,1007,인천,7.1
2025,1009,인천,0.4
2025,1010,인천,26.1
2025,1011,인천,21.2
2025,1012,인천,0.3
2025,1013,인천,20.9
2025,1014,인천,0.1
2025,1015,인천,3.8
2025,1016,인천,1.3
2025,1017,인천,14.4
2025,1018,인천,9.4
2025,1026,인천,1.3
2025,1031,인천,0.5
2025,1101,인천,1.1
2025,1116,인천,0.2
2025,1125,인천,4.1
2025,1127,인천,11.4
2025,1204,인천,1
2025,1206,인천,0.2
2025,1211,인천,15.5
2025,1213,인천,8.3


