
강수일수
지점/지역명 : 서울

평균 강수일수
연도,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연합계,순위
2019,0.0,6.0,5.0,9.0,3.0,10.0,16.0,13.0,10.0,6.0,7.0,13.0,98.0,7
2020,6.0,10.0,5.0,3.0,12.0,11.0,16.0,19.0,11.0,0.0,9.0,4.0,106.0,5
2021,9.0,5.0,9.0,9.0,17.0,13.0,8.0,13.0,8.0,11.0,6.0,9.0,117.0,1
2022,7.0,5.0,9.0,7.0,4.0,12.0,14.0,19.0,8.0,5.0,5.0,9.0,104.0,6
2023,7.0,2.0,3.0,11.0,8.0,11.0,19.0,13.0,11.0,5.0,7.0,12.0,109.0,4
2024,9.0,11.0,10.0,4.0,8.0,7.0,22.0,11.0,11.0,6.0,6.0,5.0,110.0,3
2025,9.0,3.0,8.0,7.0,12.0,12.0,10.0,12.0,13.0,15.0,6.0,5.0,112.0,2
평균,6.7,6.0,7.0,7.1,9.1,10.9,15.0,14.3,10.3,6.9,6.6,8.1


평균 계절별 강수일수
연도,봄(3~5월),여름(6~8월),가을(9~11월),겨울(12~익년2월)
2019,17.0,39.0,23.0,29.0
2020,20.0,46.0,20.0,18.0
2021,35.0,34.0,25.0,21.0
2022,20.0,45.0,18.0,18.0
2023,22.0,43.0,23.0,32.0
2024,22.0,40.0,23.0,17.0
2025,27.0,34.0,34.0,5.0
평균	,23.3,40.1,23.7,20.0


강수일수 관측값
연도,날짜,지점,관측값
2024,0822,서울,0.6
2024,0824,서울,2
2024,0827,서울,0.3
2024,0902,서울,2.7
2024,0905,서울,6.9
2024,0906,서울,0.7
2024,0911,서울,0.4
2024,0912,서울,32.7
2024,0913,서울,7.6
2024,0916,서울,9.5
2024,0918,서울,0.7
2024,0920,서울,54.5
2024,0921,서울,27
2024,0926,서울,1.2
2024,1001,서울,2.5
2024,1015,서울,0.5
2024,1018,서울,47.1
2024,1019,서울,1
2024,1022,서울,20.6
2024,1023,서울,2.3
2024,1104,서울,0.1
2024,1114,서울,0.1
2024,1116,서울,6.5
2024,1126,서울,26
2024,1127,서울,22.4
2024,1128,서울,4.9
2024,1201,서울,0.5
2024,1205,서울,1.8
2024,1220,서울,0.4
2024,1221,서울,2.9
2024,1225,서울,0.1
2025,0105,서울,6.7
2025,0106,서울,3
2025,0107,서울,0.1
2025,0113,서울,1.3
2025,0114,서울,0.1
2025,0127,서울,5.6
2025,0128,서울,0.1
2025,0129,서울,0.2
2025,0131,서울,2.4
2025,0206,서울,2.3
2025,0207,서울,0.4
2025,0212,서울,2.5
2025,0301,서울,0.6
2025,0302,서울,11.8
2025,0303,서울,10.4
2025,0304,서울,4
2025,0316,서울,0.8
2025,0317,서울,0.4
2025,0318,서울,9.9
2025,0327,서울,0.3
2025,0405,서울,22.8
2025,0409,서울,0.8
2025,0412,서울,15.4
2025,0413,서울,4.2
2025,0414,서울,7.4
2025,0419,서울,9.2
2025,0422,서울,34.8
2025,0501,서울,21.1
2025,0503,서울,7.3
2025,0509,서울,17.6
2025,0510,서울,14.1
2025,0515,서울,1.1
2025,0516,서울,51.3
2025,0517,서울,2.2
2025,0519,서울,1.6
2025,0520,서울,1
2025,0522,서울,0.8
2025,0523,서울,1.2
2025,0524,서울,4.3
2025,0607,서울,0.1
2025,0608,서울,0.6
2025,0613,서울,1.5
2025,0615,서울,11.8
2025,0616,서울,20
2025,0619,서울,0.8
2025,0620,서울,51.1
2025,0621,서울,0.2
2025,0624,서울,2.3
2025,0625,서울,8
2025,0626,서울,1.1
2025,0628,서울,0.6
2025,0701,서울,0.9
2025,0708,서울,11.8
2025,0714,서울,13.6
2025,0715,서울,4
2025,0716,서울,73.1
2025,0717,서울,75.5
2025,0718,서울,16.1
2025,0719,서울,84
2025,0720,서울,14.8
2025,0722,서울,0.1
2025,0803,서울,1.3
2025,0804,서울,1.9
2025,0806,서울,22
2025,0808,서울,6.3
2025,0809,서울,3.5
2025,0813,서울,126.7
2025,0814,서울,47.8
2025,0818,서울,2.2
2025,0825,서울,17.1
2025,0826,서울,5.4
2025,0829,서울,32.2
2025,0830,서울,23.9
2025,0901,서울,20.4
2025,0904,서울,44.2
2025,0906,서울,36.1
2025,0907,서울,0.2
2025,0912,서울,6.8
2025,0913,서울,63.7
2025,0916,서울,17.5
2025,0917,서울,52.7
2025,0919,서울,13.8
2025,0920,서울,35.3
2025,0924,서울,35.2
2025,0925,서울,0.3
2025,0928,서울,44.5
2025,1003,서울,0.8
2025,1005,서울,18.1
2025,1006,서울,36.8
2025,1007,서울,7.1
2025,1010,서울,49.3
2025,1011,서울,22.5
2025,1012,서울,0.1
2025,1013,서울,25.1
2025,1014,서울,0.6
2025,1015,서울,1.5
2025,1016,서울,1.3
2025,1017,서울,11.3
2025,1018,서울,11.2
2025,1026,서울,0.5
2025,1031,서울,0.1
2025,1101,서울,2.4
2025,1102,서울,0.2
2025,1116,서울,0.3
2025,1125,서울,7.8
2025,1127,서울,10
2025,1129,서울,0.1
2025,1204,서울,4
2025,1206,서울,0.6
2025,1211,서울,12.9
2025,1213,서울,9.5
2025,1214,서울,0.1


